Suburb,Latitude,Longitude,Venue,Category,Main Category
Lane Cove,-33.813469999999946,151.1701700000001,Domino's Pizza,Pizza Place,Food
Lane Cove,-33.813469999999946,151.1701700000001,Bikram Yoga Northside,Yoga Studio,Outdoors & Recreation
Lane Cove,-33.813469999999946,151.1701700000001,Ground Caffe,Café,Food
Lane Cove,-33.813469999999946,151.1701700000001,Cafe Zivelli,Café,Food
Lane Cove,-33.813469999999946,151.1701700000001,About Life,Organic Grocery,Shop & Service
Lane Cove West,-33.814269999999965,151.15454000000008,Bangkok Bar (Bar Asia),Chinese Restaurant,Food
Lane Cove West,-33.814269999999965,151.15454000000008,Fink Chocolate Café,Café,Food
Lane Cove West,-33.814269999999965,151.15454000000008,7-Eleven,Convenience Store,Shop & Service
Lane Cove West,-33.814269999999965,151.15454000000008,Sweet Temptations Patisserie,Bakery,Food
Lane Cove West,-33.814269999999965,151.15454000000008,Poseidon's Catch,Fish & Chips Shop,Food
Lane Cove West,-33.814269999999965,151.15454000000008,Zapparellis,Pizza Place,Food
Lane Cove West,-33.814269999999965,151.15454000000008,The Agora of Lane Cove,Farmers Market,Shop & Service
Lansvale,-33.899039999999964,150.95563000000004,Milano,Italian Restaurant,Food
Lansvale,-33.899039999999964,150.95563000000004,McDonald's,Fast Food Restaurant,Food
Lansvale,-33.899039999999964,150.95563000000004,Crystal Fountain Chinese Restaurant,Chinese Restaurant,Food
Lansvale,-33.899039999999964,150.95563000000004,Anytime Fitness Cabramatta,Gym,Outdoors & Recreation
Lapstone,-33.773859999999964,150.6372200000001,Bus Stop 277337,Bus Stop,Travel & Transport
Lapstone,-33.773859999999964,150.6372200000001,Blue Mountains Netball Association,Athletics & Sports,Outdoors & Recreation
Lapstone,-33.773859999999964,150.6372200000001,Chateau Pastey,Brewery,Nightlife Spot
Lavender Bay,-33.84305999999998,151.20806000000005,Wendy Whiteley's Secret Garden,Garden,Outdoors & Recreation
Lavender Bay,-33.84305999999998,151.20806000000005,Bay Ten Espresso,Café,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Lavender Bay Wharf,Park,Outdoors & Recreation
Lavender Bay,-33.84305999999998,151.20806000000005,Rengaya,Japanese Restaurant,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Bourke Street Bakery,Bakery,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Underground Espresso,Coffee Shop,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Devon Café,Café,Food
Lavender Bay,-33.84305999999998,151.20806000000005,The Roots Espresso,Café,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Moorish Blue,Moroccan Restaurant,Food
Lavender Bay,-33.84305999999998,151.20806000000005,The Northside Bunker,Café,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Taruhachi Japanese Dining,Japanese Restaurant,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Anytime Fitness,Gym,Outdoors & Recreation
Lavender Bay,-33.84305999999998,151.20806000000005,My Friend Enzo,Café,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Piato Restaurant,Mediterranean Restaurant,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Vienna Sandwiches,Sandwich Place,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Pasta Pantry,Café,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Grace of India,Indian Restaurant,Food
Lavender Bay,-33.84305999999998,151.20806000000005,JB Hi-Fi,Electronics Store,Shop & Service
Lavender Bay,-33.84305999999998,151.20806000000005,Home Espresso,Coffee Shop,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Coney Island,Theme Park Ride / Attraction,Arts & Entertainment
Lavender Bay,-33.84305999999998,151.20806000000005,Bacino Bar,Café,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Kirribilli Club,Bar,Nightlife Spot
Lavender Bay,-33.84305999999998,151.20806000000005,Blues Point Hotel,Pub,Nightlife Spot
Lavender Bay,-33.84305999999998,151.20806000000005,Losurdo's Fresh Express,Juice Bar,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Bitter Sweet,Café,Food
Lavender Bay,-33.84305999999998,151.20806000000005,#burgers X Burgers by Josh Pop-up,Burger Joint,Food
Lavender Bay,-33.84305999999998,151.20806000000005,The North Spoon,Café,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Walker & Jones Coffee Traders,Café,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Trio Cafe North Sydney,Café,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Fitness First,Gym,Outdoors & Recreation
Lavender Bay,-33.84305999999998,151.20806000000005,Rustic Charm,Café,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Boost Juice,Juice Bar,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Din Tai Fung (鼎泰豐),Dumpling Restaurant,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Costi's Fish & Chips,Seafood Restaurant,Food
Lavender Bay,-33.84305999999998,151.20806000000005,St Honore Sourdough Bakery,Bakery,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Commodore Hotel,Bar,Nightlife Spot
Lavender Bay,-33.84305999999998,151.20806000000005,The Lounge Bar,Café,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Firehouse Hotel,Pub,Nightlife Spot
Lavender Bay,-33.84305999999998,151.20806000000005,Had to Happen,Mexican Restaurant,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Mastro's Cafe,Café,Food
Lavender Bay,-33.84305999999998,151.20806000000005,Bayer Building Cafe,Café,Food
Lawson,-33.71841999999998,150.4331400000001,Lawson Station,Train Station,Travel & Transport
Lawson,-33.71841999999998,150.4331400000001,Blue Mountain Hotel Lawson,Hotel Bar,Nightlife Spot
Lawson,-33.71841999999998,150.4331400000001,Lawson Pizza and Kebab,Pizza Place,Food
Lawson,-33.71841999999998,150.4331400000001,Cortado,Café,Food
Lawson,-33.71841999999998,150.4331400000001,Greco's Fish & Chips,Fish & Chips Shop,Food
Lawson,-33.71841999999998,150.4331400000001,Lawson Cake Shop,Bakery,Food
Leichhardt,-33.883669999999945,151.1587300000001,Palace Cinemas,Indie Movie Theater,Arts & Entertainment
Leichhardt,-33.883669999999945,151.1587300000001,Cafe Gioia,Italian Restaurant,Food
Leichhardt,-33.883669999999945,151.1587300000001,Berkelouw Books,Bookstore,Shop & Service
Leichhardt,-33.883669999999945,151.1587300000001,Rakuen,Japanese Restaurant,Food
Leichhardt,-33.883669999999945,151.1587300000001,The Royal Leichhardt,Pub,Nightlife Spot
Leichhardt,-33.883669999999945,151.1587300000001,Bar Italia,Italian Restaurant,Food
Leichhardt,-33.883669999999945,151.1587300000001,Mezzapica Cafe,Café,Food
Leichhardt,-33.883669999999945,151.1587300000001,Bar Sport,Café,Food
Leichhardt,-33.883669999999945,151.1587300000001,Aperitivo,Italian Restaurant,Food
Leichhardt,-33.883669999999945,151.1587300000001,Cafe Jolly,Café,Food
Leichhardt,-33.883669999999945,151.1587300000001,Ragamuffin,Café,Food
Leichhardt,-33.883669999999945,151.1587300000001,Penny Fours,Bakery,Food
Leichhardt,-33.883669999999945,151.1587300000001,Norton Street Grocer,Farmers Market,Shop & Service
Leichhardt,-33.883669999999945,151.1587300000001,Grill'd,Burger Joint,Food
Leichhardt,-33.883669999999945,151.1587300000001,Sushi Maru,Sushi Restaurant,Food
Leichhardt,-33.883669999999945,151.1587300000001,At Fernando's,Italian Restaurant,Food
Leichhardt,-33.883669999999945,151.1587300000001,Moretti Ristorante Pizzeria,Italian Restaurant,Food
Leichhardt,-33.883669999999945,151.1587300000001,Anytime Fitness,Gym / Fitness Center,Outdoors & Recreation
Leichhardt,-33.883669999999945,151.1587300000001,Leichhardt Espresso,Café,Food
Leichhardt,-33.883669999999945,151.1587300000001,Rodizio Brazilian Restaurant,Brazilian Restaurant,Food
Leichhardt,-33.883669999999945,151.1587300000001,Braza,Brazilian Restaurant,Food
Leichhardt,-33.883669999999945,151.1587300000001,Thainamic,Thai Restaurant,Food
Leichhardt,-33.883669999999945,151.1587300000001,Caffe Il Vizio,Café,Food
Leichhardt,-33.883669999999945,151.1587300000001,Chemist Warehouse,Pharmacy,Shop & Service
Leichhardt,-33.883669999999945,151.1587300000001,IGA Leichhardt,Grocery Store,Shop & Service
Leichhardt,-33.883669999999945,151.1587300000001,Koi Bento,Japanese Restaurant,Food
Leichhardt,-33.883669999999945,151.1587300000001,The Bald Faced Stag Hotel,Bar,Nightlife Spot
Leichhardt,-33.883669999999945,151.1587300000001,Capriccio Osteria & Bar,Italian Restaurant,Food
Leichhardt,-33.883669999999945,151.1587300000001,Coles,Supermarket,Shop & Service
Leichhardt,-33.883669999999945,151.1587300000001,JB Hi-Fi,Electronics Store,Shop & Service
Leichhardt,-33.883669999999945,151.1587300000001,Well Co Cafe and Wine Bar,Café,Food
Leichhardt,-33.883669999999945,151.1587300000001,7ettimo,Italian Restaurant,Food
Leichhardt,-33.883669999999945,151.1587300000001,Mekong Noodle Bar,Asian Restaurant,Food
Leichhardt,-33.883669999999945,151.1587300000001,The Best Thai,Thai Restaurant,Food
Leichhardt,-33.883669999999945,151.1587300000001,Irish Nortons,Pub,Nightlife Spot
Leichhardt,-33.883669999999945,151.1587300000001,7-Eleven,Convenience Store,Shop & Service
Leichhardt,-33.883669999999945,151.1587300000001,Berkelouw Cafe,Café,Food
Leichhardt,-33.883669999999945,151.1587300000001,Relish Sydney,Deli / Bodega,Food
Leichhardt,-33.883669999999945,151.1587300000001,Italian Forum,Plaza,Outdoors & Recreation
Leichhardt,-33.883669999999945,151.1587300000001,The Chocolate Room,Café,Food
Leichhardt,-33.883669999999945,151.1587300000001,Cesare's No Name Family Restaurant,Italian Restaurant,Food
Leichhardt,-33.883669999999945,151.1587300000001,I Love You Beads,Arts & Crafts Store,Shop & Service
Leichhardt,-33.883669999999945,151.1587300000001,Catherine St Bus Stop (17W),Bus Station,Travel & Transport
Leonay,-33.76389999999998,150.6491400000001,New Dimensions,Gym,Outdoors & Recreation
Leonay,-33.76389999999998,150.6491400000001,Nepean River,River,Outdoors & Recreation
Leonay,-33.76389999999998,150.6491400000001,Emu Sports Club,Sports Bar,Nightlife Spot
Leonay,-33.76389999999998,150.6491400000001,Leonay Golf Club,Golf Course,Outdoors & Recreation
Leumeah,-34.05097999999998,150.83518000000004,Wests Leagues Club,Sports Bar,Nightlife Spot
Leumeah,-34.05097999999998,150.83518000000004,Campbelltown Stadium,Stadium,Arts & Entertainment
Leumeah,-34.05097999999998,150.83518000000004,IGA Leumeah,Grocery Store,Shop & Service
Leumeah,-34.05097999999998,150.83518000000004,Wests Tennis Club,Tennis Court,Outdoors & Recreation
Leumeah,-34.05097999999998,150.83518000000004,Leumeah Station,Train Station,Travel & Transport
Leura,-33.71103999999997,150.33148000000006,Josophan's Chocolate Shop,Chocolate Shop,Shop & Service
Leura,-33.71103999999997,150.33148000000006,Leura Garage,Café,Food
Leura,-33.71103999999997,150.33148000000006,The Alexandra Hotel,Pub,Nightlife Spot
Leura,-33.71103999999997,150.33148000000006,Leura Cellars,Liquor Store,Shop & Service
Leura,-33.71103999999997,150.33148000000006,Cafe Madeleine,Café,Food
Leura,-33.71103999999997,150.33148000000006,Red Door Cafe,Café,Food
Leura,-33.71103999999997,150.33148000000006,The Candy Store,Candy Store,Shop & Service
Leura,-33.71103999999997,150.33148000000006,Bygone Beautys - Antique Centre & Tearoom,Antique Shop,Shop & Service
Leura,-33.71103999999997,150.33148000000006,Silk's Brasserie,Restaurant,Food
Leura,-33.71103999999997,150.33148000000006,Bakehouse On Wentworth,Bakery,Food
Leura,-33.71103999999997,150.33148000000006,Wisteria Cafe,Café,Food
Leura,-33.71103999999997,150.33148000000006,Lily's Pad,Café,Food
Leura,-33.71103999999997,150.33148000000006,Leura Mall,Road,Travel & Transport
Leura,-33.71103999999997,150.33148000000006,Wayzgoose Cafe,Café,Food
Leura,-33.71103999999997,150.33148000000006,Leura Station,Train Station,Travel & Transport
Leura,-33.71103999999997,150.33148000000006,Thai Square,Thai Restaurant,Food
Leura,-33.71103999999997,150.33148000000006,Leura Gourmet Cafe,Café,Food
Leura,-33.71103999999997,150.33148000000006,Leura Takeaway,Fast Food Restaurant,Food
Leura,-33.71103999999997,150.33148000000006,Hana,Japanese Restaurant,Food
Leura,-33.71103999999997,150.33148000000006,Leisure Inn Spires,Hotel,Travel & Transport
Leura,-33.71103999999997,150.33148000000006,Flemish Flavours at the Hillcrest,Belgian Restaurant,Food
Leura,-33.71103999999997,150.33148000000006,Campo Marzio,Accessories Store,Shop & Service
Leura,-33.71103999999997,150.33148000000006,Leura Chinese Restaurant,Chinese Restaurant,Food
Leura,-33.71103999999997,150.33148000000006,Leura Doggie Store,Pet Store,Shop & Service
Leura,-33.71103999999997,150.33148000000006,Elizabeth Rosa,Paper / Office Supplies Store,Shop & Service
Leura,-33.71103999999997,150.33148000000006,Moontree Candle Shop,Arts & Crafts Store,Shop & Service
Leura,-33.71103999999997,150.33148000000006,Leura Gourmet Cafe & Deli,Australian Restaurant,Food
Leura,-33.71103999999997,150.33148000000006,Leura Toy Shop,Toy / Game Store,Shop & Service
Leura,-33.71103999999997,150.33148000000006,Teddy Sinclair,Boutique,Shop & Service
Leura,-33.71103999999997,150.33148000000006,Megalong Books,Bookstore,Shop & Service
Leura,-33.71103999999997,150.33148000000006,Leura Markets,Market,Shop & Service
Leura,-33.71103999999997,150.33148000000006,Leura Vintage,Thrift / Vintage Store,Shop & Service
Leura,-33.71103999999997,150.33148000000006,Leura Strand Arcade,Shopping Mall,Shop & Service
Leura,-33.71103999999997,150.33148000000006,The Greens of Leura,Garden,Outdoors & Recreation
Lewisham,-33.89332999999993,151.1469900000001,The Pig & Pastry,Café,Food
Lewisham,-33.89332999999993,151.1469900000001,Petersham Park,Park,Outdoors & Recreation
Lewisham,-33.89332999999993,151.1469900000001,Petersham Bowling Club,Bowling Green,Outdoors & Recreation
Lewisham,-33.89332999999993,151.1469900000001,Anytime Fitness Lewisham,Gym / Fitness Center,Outdoors & Recreation
Lewisham,-33.89332999999993,151.1469900000001,Trainspotting,Café,Food
Lewisham,-33.89332999999993,151.1469900000001,Officeworks,Paper / Office Supplies Store,Shop & Service
Lewisham,-33.89332999999993,151.1469900000001,Petersham Newsagency,Newsstand,Shop & Service
Lewisham,-33.89332999999993,151.1469900000001,Charlie's Deli,Deli / Bodega,Food
Lewisham,-33.89332999999993,151.1469900000001,Corban & Blair,Advertising Agency,Professional & Other Places
Lewisham,-33.89332999999993,151.1469900000001,Platform 1,Platform,Travel & Transport
Lewisham,-33.89332999999993,151.1469900000001,Victoria & Hobbs,Café,Food
Lewisham,-33.89332999999993,151.1469900000001,Moulin Cafe,Bakery,Food
Lewisham,-33.89332999999993,151.1469900000001,Lewisham Hotel,Pub,Nightlife Spot
Lewisham,-33.89332999999993,151.1469900000001,Lewisham West Light Rail Stop,Light Rail Station,Travel & Transport
Lewisham,-33.89332999999993,151.1469900000001,The Frozen Cave,Bar,Nightlife Spot
Lewisham,-33.89332999999993,151.1469900000001,Ryda.com,Electronics Store,Shop & Service
Lewisham,-33.89332999999993,151.1469900000001,Petersham Pool,Pool,Outdoors & Recreation
Lewisham,-33.89332999999993,151.1469900000001,Georgiou's Confectionary,Candy Store,Shop & Service
Lewisham,-33.89332999999993,151.1469900000001,Taverners Hill Light Rail Stop,Light Rail Station,Travel & Transport
Lewisham,-33.89332999999993,151.1469900000001,Bread & Stone,Coffee Shop,Food
Lidcombe,-33.864829999999984,151.0407100000001,Dooleys Lidcombe Catholic Club,General Entertainment,Arts & Entertainment
Lidcombe,-33.864829999999984,151.0407100000001,Hanabi,Korean Restaurant,Food
Lidcombe,-33.864829999999984,151.0407100000001,Japanese Gardens,Garden,Outdoors & Recreation
Lidcombe,-33.864829999999984,151.0407100000001,Smelly Cheesecake Shop,Café,Food
Lidcombe,-33.864829999999984,151.0407100000001,Joseph's Bakery,Bakery,Food
Lidcombe,-33.864829999999984,151.0407100000001,Sizzling Fillo,Filipino Restaurant,Food
Lidcombe,-33.864829999999984,151.0407100000001,Crispy Cluckers,Fried Chicken Joint,Food
Lidcombe,-33.864829999999984,151.0407100000001,Vincent's Noodle House,Vietnamese Restaurant,Food
Lidcombe,-33.864829999999984,151.0407100000001,Subway,Sandwich Place,Food
Lidcombe,-33.864829999999984,151.0407100000001,McDonald's,Fast Food Restaurant,Food
Lidcombe,-33.864829999999984,151.0407100000001,Flower Cafe Mattaniah,Café,Food
Lidcombe,-33.864829999999984,151.0407100000001,Cafe on Railway,Café,Food
Lidcombe,-33.864829999999984,151.0407100000001,Platforms 2 & 3,Platform,Travel & Transport
Lidcombe,-33.864829999999984,151.0407100000001,8 Dragons,Chinese Restaurant,Food
Lidcombe,-33.864829999999984,151.0407100000001,Happy Mart,Grocery Store,Shop & Service
Lidcombe,-33.864829999999984,151.0407100000001,BB King,Korean Restaurant,Food
Lidcombe,-33.864829999999984,151.0407100000001,Cael Bakery Cafe,Café,Food
Lidcombe,-33.864829999999984,151.0407100000001,Railway Hotel,Bar,Nightlife Spot
Lidcombe,-33.864829999999984,151.0407100000001,Coleman Park,Park,Outdoors & Recreation
Lidcombe,-33.864829999999984,151.0407100000001,Lidcombe Remembrance Park,Park,Outdoors & Recreation
Lidcombe,-33.864829999999984,151.0407100000001,Royal Oak Hotel,Pub,Nightlife Spot
Lidcombe,-33.864829999999984,151.0407100000001,Lidcombe Hot Bread,Bakery,Food
Lidcombe,-33.864829999999984,151.0407100000001,Lidcombe Tobacconist,Smoke Shop,Shop & Service
Lilyfield,-33.87378999999993,151.16244000000006,The Local Press,Café,Food
Lilyfield,-33.87378999999993,151.16244000000006,Orange Grove Markets,Farmers Market,Shop & Service
Lilyfield,-33.87378999999993,151.16244000000006,Brew Ha Ha,Breakfast Spot,Food
Lilyfield,-33.87378999999993,151.16244000000006,Pane e Cipolla,Café,Food
Lilyfield,-33.87378999999993,151.16244000000006,IGA Lilyfield,Grocery Store,Shop & Service
Lilyfield,-33.87378999999993,151.16244000000006,Orange Grove Hotel,Pub,Nightlife Spot
Lilyfield,-33.87378999999993,151.16244000000006,470 Bus Stop,Bus Station,Travel & Transport
Lilyfield,-33.87378999999993,151.16244000000006,Lilyfield Light Rail Stop,Light Rail Station,Travel & Transport
Lilyfield,-33.87378999999993,151.16244000000006,Catherine & Piper,Café,Food
Lilyfield,-33.87378999999993,151.16244000000006,Pizza Hut Lilyfield,Pizza Place,Food
Lilyfield,-33.87378999999993,151.16244000000006,Friendly Grocer,Grocery Store,Shop & Service
Lilyfield,-33.87378999999993,151.16244000000006,Grove Laksa,Malay Restaurant,Food
Lilyfield,-33.87378999999993,151.16244000000006,Callan Park Hospital for the Insane,Park,Outdoors & Recreation
Lilyfield,-33.87378999999993,151.16244000000006,Josephine Agostino Hair,Cosmetics Shop,Shop & Service
Lilyfield,-33.87378999999993,151.16244000000006,Flowers on Norton St,Flower Shop,Shop & Service
Lilyfield,-33.87378999999993,151.16244000000006,The Boulevard,Fast Food Restaurant,Food
Lilyfield,-33.87378999999993,151.16244000000006,Sydney Bus Museum,History Museum,Arts & Entertainment
Lilyfield,-33.87378999999993,151.16244000000006,Zen Garage,Event Space,Professional & Other Places
Linden,-33.712849999999946,150.5163100000001,Steves Pull Over Spot,Mountain,Outdoors & Recreation
Lindfield,-33.775189999999945,151.16867000000005,Cafe Lyon,French Restaurant,Food
Lindfield,-33.775189999999945,151.16867000000005,Bella Blue Cafe,Café,Food
Lindfield,-33.775189999999945,151.16867000000005,Ciao Down Cafè,Coffee Shop,Food
Lindfield,-33.775189999999945,151.16867000000005,Marcianos,Pizza Place,Food
Lindfield,-33.775189999999945,151.16867000000005,Lindfield Station,Train Station,Travel & Transport
Lindfield,-33.775189999999945,151.16867000000005,7-Eleven,Convenience Store,Shop & Service
Lindfield,-33.775189999999945,151.16867000000005,The Runaway Spoon,Café,Food
Lindfield,-33.775189999999945,151.16867000000005,KFC,Fast Food Restaurant,Food
Lindfield,-33.775189999999945,151.16867000000005,Cafe Reborn,Café,Food
Lindfield,-33.775189999999945,151.16867000000005,Joe's Pizzeria Arax,Pizza Place,Food
Lindfield,-33.775189999999945,151.16867000000005,Makiato,Japanese Restaurant,Food
Lindfield,-33.775189999999945,151.16867000000005,Lindfield Espresso,Café,Food
Lindfield,-33.775189999999945,151.16867000000005,Nicks Pizza,Pizza Place,Food
Lindfield,-33.775189999999945,151.16867000000005,Cafe Feoh,Coffee Shop,Food
Linley Point,-33.825669999999946,151.14998000000003,Linley Point Park,Park,Outdoors & Recreation
Linley Point,-33.825669999999946,151.14998000000003,Carisbrook Historic House,Historic Site,Arts & Entertainment
Linley Point,-33.825669999999946,151.14998000000003,Perth Landscaping,Business Service,Shop & Service
Linley Point,-33.825669999999946,151.14998000000003,Cunningham's Reach,Park,Outdoors & Recreation
Lisarow,-33.378559999999936,151.37423,AMS Furniture,Furniture / Home Store,Shop & Service
Little Bay,-33.98291999999998,151.24238000000003,Piccola Baia,Italian Restaurant,Food
Little Bay,-33.98291999999998,151.24238000000003,St Michael's Golf Club,Golf Course,Outdoors & Recreation
Little Bay,-33.98291999999998,151.24238000000003,Site Pizza Bar,Pizza Place,Food
Little Bay,-33.98291999999998,151.24238000000003,The Green Olive,Café,Food
Little Bay,-33.98291999999998,151.24238000000003,Bob-A-Day Park,Park,Outdoors & Recreation
Little Bay,-33.98291999999998,151.24238000000003,FoodWorks,Grocery Store,Shop & Service
Liverpool,-33.92244999999997,150.9231100000001,Ristretto & Co,Café,Food
Liverpool,-33.92244999999997,150.9231100000001,Macchina Espresso,Café,Food
Liverpool,-33.92244999999997,150.9231100000001,Al Barakeh,Middle Eastern Restaurant,Food
Liverpool,-33.92244999999997,150.9231100000001,Woodlands Tandoori,Indian Restaurant,Food
Liverpool,-33.92244999999997,150.9231100000001,Bean Bag,Coffee Shop,Food
Liverpool,-33.92244999999997,150.9231100000001,The Spot. Chocolate Bar,Dessert Shop,Food
Liverpool,-33.92244999999997,150.9231100000001,Coles,Supermarket,Shop & Service
Liverpool,-33.92244999999997,150.9231100000001,Schnitz,Fried Chicken Joint,Food
Liverpool,-33.92244999999997,150.9231100000001,JB Hi-Fi,Electronics Store,Shop & Service
Liverpool,-33.92244999999997,150.9231100000001,Gemelle Ristorante Italiano,Italian Restaurant,Food
Liverpool,-33.92244999999997,150.9231100000001,Subway,Sandwich Place,Food
Liverpool,-33.92244999999997,150.9231100000001,D'Roost,Middle Eastern Restaurant,Food
Liverpool,-33.92244999999997,150.9231100000001,Crunch Fitness,Gym,Outdoors & Recreation
Liverpool,-33.92244999999997,150.9231100000001,Oporto,Fast Food Restaurant,Food
Liverpool,-33.92244999999997,150.9231100000001,Myer,Department Store,Shop & Service
Liverpool,-33.92244999999997,150.9231100000001,Liverpool Plaza,Shopping Mall,Shop & Service
Liverpool,-33.92244999999997,150.9231100000001,Westfield Liverpool,Shopping Mall,Shop & Service
Liverpool,-33.92244999999997,150.9231100000001,Nando's,Portuguese Restaurant,Food
Liverpool,-33.92244999999997,150.9231100000001,The Coffee Emporium,Coffee Shop,Food
Liverpool,-33.92244999999997,150.9231100000001,Boost Juice Bar,Juice Bar,Food
Liverpool,-33.92244999999997,150.9231100000001,Oliver Brown,Café,Food
Liverpool,-33.92244999999997,150.9231100000001,Woolworths,Supermarket,Shop & Service
Liverpool,-33.92244999999997,150.9231100000001,Target,Big Box Store,Shop & Service
Liverpool,-33.92244999999997,150.9231100000001,The Coffee Club,Coffee Shop,Food
Liverpool,-33.92244999999997,150.9231100000001,KFC,Fast Food Restaurant,Food
Liverpool,-33.92244999999997,150.9231100000001,McDonald's,Fast Food Restaurant,Food
Llandilo,-33.70787999999993,150.74886000000004,IGA Llandilo,Grocery Store,Shop & Service
Loftus,-34.05132999999995,151.04938000000004,Wattamolla Beach,Beach,Outdoors & Recreation
Loftus,-34.05132999999995,151.04938000000004,McDonald's,Fast Food Restaurant,Food
Loftus,-34.05132999999995,151.04938000000004,Tram Level Crossing,Light Rail Station,Travel & Transport
Loftus,-34.05132999999995,151.04938000000004,Audley Boatshed,River,Outdoors & Recreation
Londonderry,-33.64507999999995,150.7357400000001,Londonderry Take Away,Fast Food Restaurant,Food
Londonderry,-33.64507999999995,150.7357400000001,Stihl Shop Londonderry,Distribution Center,Professional & Other Places
Londonderry,-33.64507999999995,150.7357400000001,Parkview Pizza,Pizza Place,Food
Long Jetty,-33.35919999999993,151.4841,The Glass Onion Society,Café,Food
Long Jetty,-33.35919999999993,151.4841,Long Jetty Charcoal Chicken,Fried Chicken Joint,Food
Long Jetty,-33.35919999999993,151.4841,Common Ground,Bistro,Food
Long Jetty,-33.35919999999993,151.4841,green tangerine,Café,Food
Long Jetty,-33.35919999999993,151.4841,Long Jetty,Scenic Lookout,Outdoors & Recreation
Longueville,-33.82707999999997,151.1704500000001,BP,Gas Station,Shop & Service
Longueville,-33.82707999999997,151.1704500000001,Woodford Bay,Bay,Outdoors & Recreation
Longueville,-33.82707999999997,151.1704500000001,Longueville Sporting Club,Beer Garden,Nightlife Spot
Longueville,-33.82707999999997,151.1704500000001,Riverview Tennis Centre,Tennis Court,Outdoors & Recreation
Luddenham,-33.873959999999954,150.6887300000001,Luddenham Village Cafe,Café,Food
Lugarno,-33.975889999999936,151.04786000000001,Lugarno Gourmet Deli Cafe,Deli / Bodega,Food
Lugarno,-33.975889999999936,151.04786000000001,IGA Lugarno,Grocery Store,Shop & Service
Lugarno,-33.975889999999936,151.04786000000001,Lugarno Bakery,Bakery,Food
Lugarno,-33.975889999999936,151.04786000000001,Sienna On Forest,Café,Food
Lugarno,-33.975889999999936,151.04786000000001,A & B Plumbing,Miscellaneous Shop,Shop & Service
Lurnea,-33.931299999999965,150.89637000000005,Lurnea Medical Centre,Pharmacy,Shop & Service
Lurnea,-33.931299999999965,150.89637000000005,Lurnea Shops,Shopping Mall,Shop & Service
Lurnea,-33.931299999999965,150.89637000000005,Coast2Coast Glass,Construction & Landscaping,Shop & Service
Lurnea,-33.931299999999965,150.89637000000005,Pet Barn,Pet Store,Shop & Service
Lurnea,-33.931299999999965,150.89637000000005,Subway Hoxton Park Road,Sandwich Place,Food
Lurnea,-33.931299999999965,150.89637000000005,Pizza Hut,Pizza Place,Food
Lurnea,-33.931299999999965,150.89637000000005,Red Rooster,Fast Food Restaurant,Food
Macquarie Fields,-33.98501999999996,150.89386000000005,Anytime Fitness Macquarie Fields,Gym,Outdoors & Recreation
Macquarie Fields,-33.98501999999996,150.89386000000005,Subway,Sandwich Place,Food
Macquarie Fields,-33.98501999999996,150.89386000000005,McDonald's,Fast Food Restaurant,Food
Macquarie Fields,-33.98501999999996,150.89386000000005,Woolworths,Food & Drink Shop,Shop & Service
Macquarie Fields,-33.98501999999996,150.89386000000005,ALDI,Grocery Store,Shop & Service
Macquarie Fields,-33.98501999999996,150.89386000000005,Red Rooster,Fast Food Restaurant,Food
Macquarie Fields,-33.98501999999996,150.89386000000005,Macquarie Fields Skatepark,Park,Outdoors & Recreation
Macquarie Fields,-33.98501999999996,150.89386000000005,Glenquarie Town Centre,Shopping Mall,Shop & Service
Macquarie Park,-33.77846999999996,151.1256000000001,Verace Pizzeria,Italian Restaurant,Food
Macquarie Park,-33.77846999999996,151.1256000000001,The Missing Piece,Café,Food
Macquarie Park,-33.77846999999996,151.1256000000001,Coles,Supermarket,Shop & Service
Macquarie Park,-33.77846999999996,151.1256000000001,Uniqlo,Clothing Store,Shop & Service
Macquarie Park,-33.77846999999996,151.1256000000001,Passiontree Velvet,Café,Food
Macquarie Park,-33.77846999999996,151.1256000000001,Macquarie Centre,Shopping Mall,Shop & Service
Macquarie Park,-33.77846999999996,151.1256000000001,H&M,Clothing Store,Shop & Service
